task,task_0_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc,task_19_acc
10,43.48133198789102,54.95459132189708,60.343087790111,82.43188698284561,89.56609485368315,90.17154389505549,91.57416750756812,90.60544904137235,88.42583249243188,82.744702320888,80.6962663975782,78.18365287588294,79.656912209889,83.86478304742684,89.85872855701312,91.00908173562058,90.98890010090817,89.85872855701312,87.23511604439959,73.58224016145307
11,45.61049445005045,55.418768920282545,61.453077699293644,83.41069626639758,89.06155398587286,90.12108980827448,91.2209889001009,90.03027245206862,88.56710393541877,83.60242179616549,81.59434914228052,79.16246215943491,79.80827447023209,83.2694248234107,89.96972754793138,90.83753784056509,90.97880928355197,90.686175580222,88.95055499495459,76.05449041372351
12,75.72149344096871,78.30474268415742,80.23208879919274,87.38647830474268,90.70635721493441,90.85771947527749,91.35216952573158,90.10090817356206,88.60746720484359,83.087790110999,80.49445005045409,77.71947527749748,78.90010090817356,83.64278506559032,89.58627648839555,91.15035317860746,91.34207870837538,90.45408678102926,88.90010090817356,75.38849646821393
13,78.1029263370333,78.94046417759839,81.26135216952574,87.20484359233097,90.49445005045409,90.3531786074672,91.32189707366297,90.43390514631685,89.75782038345106,86.0242179616549,85.92330978809284,81.31180625630677,82.38143289606458,84.19778002018164,89.87891019172552,90.8678102926337,91.13017154389506,90.45408678102926,88.75882946518668,74.89404641775984
14,85.16649848637739,84.68213925327952,85.44904137235116,88.72855701311806,90.89808274470232,90.50454086781029,91.13017154389506,90.54490413723512,90.49445005045409,87.97174571140262,87.20484359233097,83.50151362260343,83.99596367305752,86.0242179616549,90.41372351160445,91.08980827447023,91.66498486377397,90.89808274470232,88.47628657921291,73.6326942482341
15,85.882946518668,85.25731584258325,85.882946518668,87.57820383451059,90.28254288597377,89.91927346115035,91.32189707366297,90.24217961654894,90.77699293642785,89.25327951564077,89.03128153380423,85.01513622603431,85.16649848637739,85.95358224016145,89.77800201816348,90.3329969727548,91.10998990918264,90.16145307769929,88.81937436932391,74.63168516649849
16,86.82139253279516,86.45812310797174,87.47729566094854,88.627648839556,90.43390514631685,90.20181634712412,90.70635721493441,90.28254288597377,91.06962663975781,89.10191725529768,89.3239152371342,85.91321897073664,86.09485368314833,86.3874873864783,90.43390514631685,90.79717457114026,91.68516649848638,91.09989909182644,89.56609485368315,75.8627648839556
17,87.30575176589304,86.8920282542886,87.81029263370333,87.83047426841574,90.15136226034309,89.36427850655903,90.13118062563068,89.63673057517659,90.60544904137235,89.72754793138245,90.18163471241171,87.95156407669022,88.03229061553986,87.92129162462159,90.25227043390515,90.27245206861755,90.58526740665994,89.62663975782039,87.69929364278507,72.85570131180626
18,88.39556004036326,88.67810292633703,89.92936427850655,90.04036326942483,90.99899091826438,90.12108980827448,90.45408678102926,89.16246215943491,90.13118062563068,89.1321897073663,89.6468213925328,86.92230070635722,87.79011099899091,87.51765893037336,90.08072653884965,90.14127144298688,90.78708375378406,89.63673057517659,88.71846619576186,73.50151362260343
19,88.64783047426842,89.70736629667003,90.44399596367306,89.96972754793138,90.686175580222,90.10090817356206,90.27245206861755,89.27346115035319,89.69727547931383,88.67810292633703,90.27245206861755,88.25428859737639,89.07164480322906,88.74873864783048,90.47426841574168,90.27245206861755,91.0393541876892,90.13118062563068,88.71846619576186,72.9263370332997
