task,task_0_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc,task_19_acc
10,43.218970736629664,55.590312815338045,61.453077699293644,83.31987891019172,89.54591321897074,90.45408678102926,91.81634712411706,90.6760847628658,89.16246215943491,84.96468213925328,82.56306760847629,80.60544904137235,80.83753784056509,85.02522704339052,90.28254288597377,90.98890010090817,90.79717457114026,89.51564076690212,86.0242179616549,71.49344096871846
11,43.895055499495456,54.50050454086781,60.29263370332997,83.21897073662967,89.34409687184662,90.45408678102926,91.59434914228052,90.75681130171544,89.56609485368315,85.31786074672048,82.67406659939455,79.22300706357215,79.9899091826438,83.81432896064581,89.97981836528758,90.46417759838548,90.74672048435923,89.79818365287588,87.21493440968719,74.50050454086781
12,74.73259334006055,77.99192734611503,80.59535822401615,86.99293642785065,90.29263370332997,90.3531786074672,91.59434914228052,90.80726538849648,89.3037336024218,85.04540867810293,82.44197780020181,80.27245206861755,81.12008072653884,84.79313824419778,90.50454086781029,91.31180625630677,91.61453077699294,90.5247225025227,88.53683148335016,74.03632694248235
13,77.0534813319879,78.22401614530777,81.29162462159435,86.70030272452068,89.74772956609485,90.343087790111,91.09989909182644,89.94954591321897,90.12108980827448,87.44702320887991,87.14429868819374,83.9656912209889,84.45005045408678,86.08476286579213,90.96871846619577,90.71644803229061,90.97880928355197,89.88900100908174,88.03229061553986,73.84460141271443
14,84.88395560040364,85.24722502522704,85.66094853683148,88.63773965691222,90.76690211907164,90.43390514631685,91.50353178607467,90.23208879919274,90.37336024217961,87.68920282542886,86.99293642785065,84.33905146316852,84.08678102926336,85.74167507568113,89.88900100908174,90.42381432896065,90.83753784056509,89.95963673057517,88.35519677093845,75.26740665993945
15,86.59939455095862,86.31685166498487,86.77093844601413,88.37537840565086,90.39354187689203,89.80827447023209,90.82744702320888,89.46518668012109,90.21190716448032,87.61856710393542,88.15338042381433,84.61150353178607,84.79313824419778,86.226034308779,90.20181634712412,90.27245206861755,90.79717457114026,89.69727547931383,88.50655903128154,74.39959636730575
16,87.2452068617558,87.69929364278507,88.66801210898083,90.03027245206862,91.65489404641777,91.18062563067609,91.2108980827447,90.37336024217961,90.77699293642785,89.52573158425832,89.05146316851665,86.19576185671039,85.6912209889001,86.8920282542886,90.41372351160445,90.3531786074672,90.79717457114026,89.78809283551968,88.41574167507568,73.90514631685167
17,87.55802219979819,88.26437941473259,89.21291624621594,89.20282542885974,90.90817356205852,90.61553985872855,91.24117053481332,90.24217961654894,91.09989909182644,90.18163471241171,90.63572149344097,89.28355196770939,89.3239152371342,89.00100908173562,91.23107971745712,90.24217961654894,90.46417759838548,89.22300706357215,87.89101917255297,70.78708375378406
18,88.55701311806256,89.42482341069626,90.20181634712412,90.25227043390515,91.12008072653884,90.44399596367306,91.34207870837538,90.22199798183652,91.3824419778002,90.17154389505549,91.07971745711403,89.03128153380423,89.07164480322906,88.64783047426842,90.73662966700303,90.12108980827448,90.22199798183652,89.03128153380423,87.23511604439959,70.26236125126135
19,87.95156407669022,88.85973763874874,89.97981836528758,89.656912209889,91.18062563067609,90.13118062563068,90.95862764883955,90.22199798183652,91.05953582240161,90.3531786074672,90.53481331987891,89.59636730575177,90.37336024217961,89.81836528758829,91.42280524722503,90.55499495459132,90.63572149344097,89.36427850655903,87.78002018163471,71.79616548940464
