task,task_0_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc,task_19_acc
10,44.631685166498485,56.46821392532795,61.92734611503532,83.00706357214935,89.59636730575177,90.71644803229061,91.86680121089809,91.09989909182644,88.32492431886983,83.9757820383451,80.73662966700303,78.71846619576186,79.91927346115035,83.82441977800202,89.73763874873865,90.89808274470232,90.54490413723512,89.3037336024218,85.76185671039354,71.99798183652877
11,43.18869828456105,54.31886982845611,59.94954591321897,81.57416750756812,88.83955600403633,90.27245206861755,91.10998990918264,90.27245206861755,88.83955600403633,84.88395560040364,81.86680121089809,79.53582240161452,80.5247225025227,84.41977800201816,90.09081735620585,91.00908173562058,91.49344096871846,90.90817356205852,88.41574167507568,77.04339051463168
12,76.34712411705348,78.18365287588294,80.81735620585268,87.78002018163471,90.95862764883955,90.97880928355197,91.80625630676084,91.00908173562058,89.09182643794148,85.40867810292633,82.54288597376387,81.25126135216952,82.058526740666,85.49949545913219,90.98890010090817,91.41271442986881,91.32189707366297,90.29263370332997,87.95156407669022,75.15640766902119
13,78.54692230070636,79.81836528758829,81.78607467204844,87.87083753784057,90.88799192734612,90.93844601412714,91.84661957618567,90.88799192734612,90.3531786074672,87.36629667003027,87.02320887991927,84.86377396569122,84.93440968718467,87.27547931382442,90.5247225025227,90.82744702320888,91.17053481331988,90.18163471241171,88.37537840565086,75.36831483350151
14,83.72351160443996,83.24924318869829,84.26841574167507,88.06256306760848,90.88799192734612,90.82744702320888,91.82643794147326,90.94853683148335,91.18062563067609,88.6175580221998,87.46720484359233,85.29767911200807,85.50958627648839,86.87184661957619,90.30272452068617,90.44399596367306,90.45408678102926,89.29364278506559,87.53784056508577,73.6226034308779
15,85.60040363269425,84.4803229061554,85.61049445005045,87.89101917255297,90.41372351160445,90.23208879919274,91.42280524722503,90.5247225025227,90.94853683148335,88.7790110998991,88.40565085771948,85.60040363269425,85.96367305751765,86.75075681130171,90.85771947527749,91.30171543895055,91.42280524722503,90.19172552976791,88.00201816347123,73.51160443995964
16,86.912209889001,86.79112008072654,88.25428859737639,88.95055499495459,91.14026236125126,90.95862764883955,91.5640766902119,90.82744702320888,91.04944500504541,89.08173562058526,88.74873864783048,86.3874873864783,86.5489404641776,87.78002018163471,91.00908173562058,91.19071644803229,91.53380423814329,90.27245206861755,88.14328960645813,73.29969727547932
17,87.37638748738648,87.09384460141271,88.75882946518668,89.84863773965691,91.5640766902119,90.74672048435923,91.3824419778002,90.51463168516649,90.78708375378406,88.9808274470232,89.6670030272452,87.89101917255297,88.53683148335016,88.56710393541877,91.26135216952574,91.0191725529768,91.5640766902119,90.53481331987891,88.69828456104945,75.20686175580222
18,88.45610494450051,88.56710393541877,90.12108980827448,90.31281533804238,91.18062563067609,90.53481331987891,91.30171543895055,90.32290615539858,90.48435923309788,89.51564076690212,90.12108980827448,88.66801210898083,89.36427850655903,89.29364278506559,90.8779011099899,90.83753784056509,90.72653884964681,89.40464177598385,87.44702320887991,71.9172552976791
19,88.48637739656913,88.9808274470232,90.42381432896065,89.87891019172552,90.81735620585268,90.0,90.92835519677094,90.36326942482341,90.44399596367306,89.50554994954591,90.56508577194752,89.72754793138245,90.44399596367306,89.82845610494451,91.46316851664984,90.88799192734612,91.04944500504541,89.72754793138245,87.50756811301716,71.40262361251261
