task,task_0_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc,task_19_acc
10,45.72149344096872,56.115035317860745,62.532795156407666,83.9556004036327,90.12108980827448,91.07971745711403,91.88698284561049,90.71644803229061,88.4460141271443,83.75378405650858,82.18970736629667,80.0100908173562,81.35216952573158,85.16649848637739,89.87891019172552,90.78708375378406,90.31281533804238,89.07164480322906,85.24722502522704,68.64783047426842
11,43.24924318869829,53.70332996972755,59.656912209889,82.401614530777,89.46518668012109,90.53481331987891,91.94752774974774,91.42280524722503,89.50554994954591,85.48940464177598,83.02724520686175,80.13118062563068,80.71644803229061,83.60242179616549,89.63673057517659,91.07971745711403,91.44298688193744,90.84762865792129,88.60746720484359,76.57921291624622
12,75.5196770938446,77.941473259334,79.82845610494451,87.19475277497477,90.6962663975782,90.96871846619577,91.95761856710394,91.04944500504541,88.7891019172553,84.79313824419778,82.37134207870838,79.71745711402623,80.94853683148335,84.04641775983855,89.73763874873865,90.45408678102926,90.74672048435923,89.85872855701312,87.80020181634713,73.93541876892029
13,78.67810292633703,78.90010090817356,80.97880928355197,87.22502522704339,90.44399596367306,90.64581231079717,91.5539858728557,90.72653884964681,90.42381432896065,87.9313824419778,86.81130171543894,84.43995963673058,84.6518668012109,85.98385469223007,90.6760847628658,90.85771947527749,91.715438950555,90.88799192734612,89.25327951564077,75.65085771947528
14,84.70232088799193,84.15741675075681,85.48940464177598,88.21392532795156,90.13118062563068,90.19172552976791,91.2108980827447,90.51463168516649,89.6670030272452,87.47729566094854,86.49848637739657,84.72250252270435,85.25731584258325,86.15539858728557,90.09081735620585,90.84762865792129,91.2209889001009,90.15136226034309,88.76892028254288,75.82240161453078
15,84.87386478304742,83.7840565085772,84.61150353178607,87.42684157416751,89.52573158425832,89.59636730575177,91.07971745711403,89.93945509586277,89.95963673057517,88.84964682139254,88.50655903128154,86.2058526740666,86.43794147325933,87.22502522704339,90.81735620585268,91.19071644803229,91.59434914228052,90.99899091826438,89.77800201816348,78.42583249243188
16,87.03329969727548,86.18567103935419,87.0534813319879,88.56710393541877,90.47426841574168,89.67709384460142,90.91826437941474,89.71745711402623,90.02018163471242,87.44702320887991,88.71846619576186,84.6619576185671,85.38849646821393,86.2058526740666,90.32290615539858,90.77699293642785,91.35216952573158,90.24217961654894,88.99091826437942,75.5297679112008
17,87.35620585267407,87.32593340060545,88.37537840565086,89.56609485368315,91.15035317860746,90.58526740665994,91.31180625630677,89.87891019172552,90.73662966700303,89.6670030272452,90.41372351160445,88.07265388496468,88.37537840565086,88.06256306760848,90.61553985872855,89.97981836528758,90.91826437941474,89.46518668012109,88.55701311806256,73.29969727547932
18,88.42583249243188,89.313824419778,90.59535822401615,90.51463168516649,91.35216952573158,90.46417759838548,90.83753784056509,90.28254288597377,90.686175580222,90.13118062563068,90.19172552976791,88.99091826437942,89.1321897073663,88.47628657921291,90.61553985872855,89.75782038345106,90.79717457114026,89.80827447023209,88.79919273461151,74.16750756811302
19,88.63773965691222,89.38446014127145,90.42381432896065,90.90817356205852,91.74571140262361,90.63572149344097,91.07971745711403,90.29263370332997,91.36226034308778,90.5247225025227,90.70635721493441,89.55600403632694,90.18163471241171,89.35418768920283,90.30272452068617,89.50554994954591,90.22199798183652,89.04137235116045,88.1029263370333,75.92330978809284
